No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
321,2013,3,14,8,86,91,18,81,2399,86,0.8,1022.9,-4.4,0,0,1.6,5
322,2013,3,14,9,91,96,24,79,2100,86,2.3,1022.5,-4.5,0,2,1.8,5
323,2013,3,14,10,76,92,33,72,1899,86,3.9,1021.4,-4.6,0,8,1.5,5
324,2013,3,14,11,82,96,42,73,1700,86,5.9,1020.3,-4,0,11,1.9,5
325,2013,3,14,12,113,116,42,81,1600,86,7.9,1019.2,-4.2,0,12,1.5,5
326,2013,3,14,13,98,118,58,74,1300,86,8.9,1017.9,-5,0,11,2.2,5
327,2013,3,14,14,90,103,102,52,1000,85,9.4,1017.2,-5.3,0,15,2.9,5
328,2013,3,14,15,84,97,100,52,1100,80,9.1,1016.4,-5.2,0,11,2.5,5
329,2013,3,14,16,108,111,95,58,1100,78,8.6,1016.1,-4.3,0,11,2,5
330,2013,3,14,17,117,129,96,71,1300,72,7.8,1016.3,-3.4,0,12,2.3,5
331,2013,3,14,18,135,156,88,82,1500,67,7.1,1016.3,-2.9,0,8,0.9,5
332,2013,3,14,19,149,176,77,101,1700,67,5.9,1016.5,-3.2,0,2,0.5,5
333,2013,3,14,20,148,166,74,116,1700,67,4.8,1016.4,-2.5,0,10,0.5,5
334,2013,3,14,21,147,181,66,118,1899,67,4,1016.4,-2.2,0,9,0,5
335,2013,3,14,22,166,204,66,120,2200,67,2.7,1016.2,-2,0,3,0,5
336,2013,3,14,23,173,222,69,120,2299,67,1.9,1016,-1.9,0,3,0,5
337,2013,3,15,0,184,220,61,111,2600,67,1.2,1015.7,-2,0,3,0,5
338,2013,3,15,1,188,211,49,105,3700,67,0.8,1015.2,-2.3,0,3,0,5
339,2013,3,15,2,159,176,50,96,2700,67,0.5,1014.6,-2.2,0,3,0,5
340,2013,3,15,3,142,163,49,106,2600,67,0.2,1014.2,-2.5,0,3,0.1,5
341,2013,3,15,4,145,165,48,114,2799,67,-0.1,1014.2,-2.6,0,13,0.7,5
342,2013,3,15,5,141,160,44,103,2899,67,-0.3,1014.2,-2.7,0,15,0,5
343,2013,3,15,6,140,149,43,98,3100,67,-0.3,1014,-2.5,0,3,0,5
344,2013,3,15,7,149,174,46,92,3299,67,1.9,1014.5,-2.1,0,2,0.7,5
345,2013,3,15,8,160,168,47,95,3200,67,4,1014.5,-2.2,0,2,1.5,5
346,2013,3,15,9,167,168,54,93,2399,67,6.1,1013.9,-2.5,0,0,1.6,5
347,2013,3,15,10,168,169,54,94,2899,6,7.7,1013,-2.6,0,1,1.2,5
348,2013,3,15,11,158,166,85,107,2000,13,9.4,1012,-2.3,0,1,1.2,5
349,2013,3,15,12,163,196,91,112,2000,24,10.5,1011.2,-2.6,0,10,0.7,5
350,2013,3,15,13,184,217,94,133,2200,67,11.7,1009.8,-1.8,0,8,1.9,5
351,2013,3,15,14,234,234,88,148,2299,67,12.1,1009.3,-1.8,0,12,1.1,5
372,2013,3,16,11,202,166,70,64,2000,73,13.3,1017.7,-0.7,0,12,1.5,5
373,2013,3,16,12,174,204,70,87,2200,75,13.9,1016.6,-1.3,0,11,1.8,5
374,2013,3,16,13,193,207,70,80,2200,93,14,1015.3,-1.2,0,9,2.9,5
375,2013,3,16,14,184,128,53,44,1800,107,14.3,1014.6,-0.2,0,12,2.3,5
376,2013,3,16,15,136,161,54,53,2000,107,13.2,1013.7,0.6,0,8,1.4,5
377,2013,3,16,16,161,202,68,76,2700,107,12.6,1012.9,1,0,8,2,5
378,2013,3,16,17,193,249,79,90,3200,107,12.3,1012.7,1.6,0,11,1.2,5
382,2013,3,16,21,232,232,52,103,2100,107,9,1012.2,1.6,0,15,1.4,5
384,2013,3,16,23,219,205,42,98,1899,107,7.8,1010.6,2,0,12,0.9,5
385,2013,3,17,0,176,208,40,119,2100,107,7.1,1010.1,1.6,0,10,0.7,5
386,2013,3,17,1,184,217,50,112,2600,107,6.5,1009.3,1.6,0,12,0.7,5
387,2013,3,17,2,190,214,51,100,2200,107,6.4,1008,1.7,0,15,0.8,5
388,2013,3,17,3,189,220,45,109,2419.8,107,6.6,1006.8,1.7,0,8,0.8,5
389,2013,3,17,4,191,217,43,109,1500,107,6.2,1006.1,1.7,0,12,0,5
390,2013,3,17,5,197,216,52,103,2299,107,6,1005.5,1.9,0,13,1.2,5
391,2013,3,17,6,201,211,55,107,2399,107,5.3,1004.2,1.4,0,1,0.5,5
392,2013,3,17,7,214,182,51,105,2299,107,6.3,1003.9,1.8,0,9,0.7,5
393,2013,3,17,8,177,199,55,103,2399,107,7.5,1003.6,2,0,9,1.3,5
394,2013,3,17,9,188,223,66,105,2399,107,9.1,1002.8,2.4,0,0,0.9,5
395,2013,3,17,10,206,255,73,117,2500,107,10.5,1001.4,2.3,0,12,1,5
396,2013,3,17,11,226,270,90,125,2600,107,12.2,999.9,2.9,0,0,1,5
412,2013,3,18,3,108,313,13,27,600,107,11.7,994.3,-11.2,0,3,1.9,5
413,2013,3,18,4,28,140,3,6,300,107,10.6,995.4,-8.7,0,7,3.3,5
414,2013,3,18,5,20,140,3,5,300,107,8.9,996.9,-8.7,0,13,1.8,5
415,2013,3,18,6,12,55,5,10,300,107,7.5,999,-10.8,0,3,1.6,5
416,2013,3,18,7,14,55,5,14,400,107,6.9,1000.4,-11.3,0,7,1.9,5
417,2013,3,18,8,3,6,4,18,400,107,7.7,1000.9,-13.3,0,6,2.7,5
418,2013,3,18,9,11,6,3,17,400,107,9,1001.1,-14.1,0,7,2.5,5
419,2013,3,18,10,10,6,5,14,400,107,9.8,1002,-16.5,0,4,3.9,5
420,2013,3,18,11,8,6,4,11,400,107,10.7,1001.8,-17.6,0,4,3.6,5
421,2013,3,18,12,15,6,3,11,400,107,11.1,1001,-18.3,0,4,3.1,5
422,2013,3,18,13,6,6,3,8,400,107,11.8,999.6,-16.8,0,0,3.3,5
423,2013,3,18,14,14,6,3,10,400,107,11.5,998.4,-16,0,4,2.2,5
424,2013,3,18,15,12,6,3,13,600,107,11.2,998.3,-16.3,0,2,1,5
425,2013,3,18,16,16,6,3,15,400,94,10.7,998.1,-15.8,0,8,3.2,5
426,2013,3,18,17,3,6,3,25,500,88,9.6,998.5,-8.5,0,11,2.7,5
427,2013,3,18,18,23,98,3,34,500,84,7.1,999.4,-3.5,0,12,3.6,5
428,2013,3,18,19,72,344,20,50,900,57,5.6,1000.8,-4,0,8,2.8,5
429,2013,3,18,20,44,88,13,33,700,64,4.3,1001.6,-4.2,0,11,3.9,5
430,2013,3,18,21,44,88,13,33,700,58,3.4,1002.1,-4.3,0,11,2.5,5
431,2013,3,18,22,42,51,8,40,800,48,2.7,1002.4,-4.5,0,12,1.1,5
432,2013,3,18,23,42,51,8,40,800,41,2.5,1003.2,-4.9,0,8,1.5,5
433,2013,3,19,0,13,28,7,46,700,45,2.3,1003.6,-5.1,0,1,1.6,5
434,2013,3,19,1,9,24,8,41,700,40,2.2,1004.1,-3.7,0,4,0.9,5
435,2013,3,19,2,11,21,11,42,800,37,1.4,1003.6,-3.3,0,4,1.5,5
436,2013,3,19,3,15,23,12,45,800,32,1,1003.8,-3.5,0,5,1.8,5
437,2013,3,19,4,41,47,9,48,700,15,0.5,1003.5,-2.9,0,4,1.4,5
438,2013,3,19,5,14,26,8,64,700,13,0.4,1003.7,-3.3,0,1,0.7,5
439,2013,3,19,6,34,34,6,64,600,13,0.6,1004.4,-3.5,0,1,1.4,5
440,2013,3,19,7,17,23,4,62,600,15,1.5,1005.1,-2.6,0,1,1.6,5
441,2013,3,19,8,38,40,6,58,800,19,2.3,1005.5,-2.6,0,1,1.8,5
442,2013,3,19,9,26,52,6,47,900,26,2.4,1005.9,-2.7,0,4,1.8,5
443,2013,3,19,10,39,57,6,53,900,22,2.8,1006.2,-3.6,0,1,1.5,5
444,2013,3,19,11,3,44,7,56,1100,23,2.9,1005.9,-2.6,0,4,1.1,5
445,2013,3,19,12,11,6,32,48,800,28,3,1005.5,-1.2,0,1,1.5,5
446,2013,3,19,13,60,13,6,43,800,36,4.1,1005.3,-0.9,0,4,1.7,5
447,2013,3,19,14,64,42,3,43,800,35,4.1,1005.6,-0.7,0,4,2.8,5
448,2013,3,19,15,60,61,3,43,800,34,4.2,1006.2,-0.4,0,5,1.8,5
449,2013,3,19,16,67,68,3,47,900,31,3.9,1007.1,0.1,0,5,2.3,5
450,2013,3,19,17,64,62,3,42,700,38,2.6,1008,1,0.6,5,1,5
451,2013,3,19,18,52,49,3,45,800,32,2.1,1009.4,0.6,0.8,4,0.7,5
452,2013,3,19,19,40,35,3,48,800,27,1.2,1011,0,1.4,9,0.7,5
453,2013,3,19,20,45,40,3,63,1100,13,0.8,1012,-0.1,1.4,0,0.2,5
454,2013,3,19,21,54,42,3,74,1200,3,0.5,1013.1,-0.2,2.4,4,0,5
455,2013,3,19,22,49,35,3,76,1399,2,0.4,1013.7,-0.5,1.1,8,0.8,5
456,2013,3,19,23,49,35,3,77,1200,9,-0.3,1014.6,-1.3,0.7,12,1.6,5
457,2013,3,20,0,64,69,3,47,700,18,-0.7,1015.5,-1.5,1,11,1.5,5
458,2013,3,20,1,55,63,3,38,800,26,-1.2,1016.2,-2,1.4,3,0,5
459,2013,3,20,2,44,45,3,36,1000,28,-1.2,1016.5,-2,0.4,3,0,5
460,2013,3,20,3,40,46,6,42,1100,24,-1.1,1016.9,-1.9,0.5,3,0,5
461,2013,3,20,4,40,46,6,42,1200,22,-1.3,1017.2,-2.1,0,3,0,5
462,2013,3,20,5,44,56,8,38,1000,32,-2.3,1017.6,-3.3,0,3,0,5
463,2013,3,20,6,24,41,3,26,500,48,-2.4,1018,-3.1,0,3,0,5
464,2013,3,20,7,20,6,3,43,800,33,-0.6,1018.4,-1.7,0,12,1,5
465,2013,3,20,8,22,22,3,47,900,30,1.4,1018.7,-2.2,0,15,1.2,5
466,2013,3,20,9,76,79,8,48,1700,26,3.2,1019,-7.3,0,15,1.1,5
467,2013,3,20,10,51,27,10,32,1700,53,2.1,1018.4,-2.1,0,11,1.5,5
468,2013,3,20,11,72,81,17,45,1399,53,3,1017.7,-3.6,0,8,2.5,5
469,2013,3,20,12,74,82,18,28,1100,68,4.4,1016.7,-3.6,0,12,2.1,5
470,2013,3,20,13,54,40,16,23,800,79,5.1,1015.7,-4.2,0,15,2.1,5
471,2013,3,20,14,51,35,9,21,700,82,5.6,1014.7,-3.2,0,12,3.1,5
472,2013,3,20,15,50,37,7,17,600,91,5.8,1013.8,-3.6,0,11,1.8,5
473,2013,3,20,16,48,58,15,24,700,80,5.5,1013.2,-3.6,0,8,3.1,5
474,2013,3,20,17,52,52,12,24,700,79,4.3,1012.9,-2.8,0,15,2.1,5
475,2013,3,20,18,78,80,10,33,800,67,3.6,1012.5,-3,0,12,1.5,5
476,2013,3,20,19,82,92,7,48,900,51,3.3,1012.4,-2.9,0,12,2,5
477,2013,3,20,20,95,103,5,58,1000,38,3,1011.9,-2.9,0,11,1.9,5
478,2013,3,20,21,104,117,8,74,1000,20,2.4,1011.6,-2.9,0,12,1.1,5
479,2013,3,20,22,108,129,6,89,1200,6,2,1010.7,-2.9,0,12,1,5
480,2013,3,20,23,116,130,6,85,1200,6,1.5,1009.8,-3.2,0,12,2.1,5
481,2013,3,21,0,122,140,6,80,1100,9,1.3,1009.4,-3.2,0,12,0.6,5
482,2013,3,21,1,120,135,7,72,1200,12,0.8,1008.6,-3.1,0,8,1.1,5
483,2013,3,21,2,116,135,7,62,1000,6,0.4,1007.9,-3.3,0,11,0.2,5
484,2013,3,21,3,117,125,12,68,1740,35.2,-0.6,1006.8,-3.3,0,1,0.5,5
485,2013,3,21,4,124,135,18,69,700,6,-1,1006.5,-3.2,0,1,0,5
486,2013,3,21,5,120,122,22,70,1100,2,-1.1,1005.9,-3.1,0,3,0,5
487,2013,3,21,6,102,106,20,67,1100,3,-1.2,1005.6,-2.9,0,7,0.6,5
488,2013,3,21,7,116,124,18,72,1800,3,0.1,1004.9,-2.6,0,12,0.4,5
489,2013,3,21,8,120,128,16,75,2000,5,1.5,1003.8,-2.3,0,9,0.8,5
490,2013,3,21,9,125,135,16,76,1899,9,3,1003.4,-2.7,0,0,2.9,5
491,2013,3,21,10,134,144,17,70,1800,20,3.9,1002.4,-2.1,0,0,1.8,5
492,2013,3,21,11,142,142,23,64,1399,30,4.9,1001,-2,0,6,1.1,5
493,2013,3,21,12,133,153,29,65,1300,41,5.6,1000.1,-2,0,0,1.6,5
494,2013,3,21,13,168,174,31,73,1399,46,6.9,999,-1.8,0,3,1.3,5
495,2013,3,21,14,156,188,32,96,1600,38,7.3,998.3,-1.4,0,0,2,5
496,2013,3,21,15,181,199,29,103,1600,39,7.8,997.8,-1.7,0,4,1,5
497,2013,3,21,16,181,199,30,108,1600,38,7.5,997.6,-1.5,0,4,0.8,5
498,2013,3,21,17,183,207,29,119,1700,30,7,998,-0.9,0,4,1.1,5
499,2013,3,21,18,188,217,24,134,1899,18,6,999.2,-1.2,0,4,2.7,5
500,2013,3,21,19,190,217,19,123,1800,20,5.6,1000.4,-0.9,0,0,1.1,5
501,2013,3,21,20,182,202,18,112,1600,25,5.5,1001.4,-1.2,0,9,2.3,5
502,2013,3,21,21,184,196,16,109,1600,19,5.5,1002.3,-1,0,1,1.2,5
503,2013,3,21,22,182,187,17,102,1600,21,5,1003.4,-0.8,0,1,0.9,5
504,2013,3,21,23,184,200,16,118,1899,7,5.3,1004.4,-1,0,0,3.1,5
505,2013,3,22,0,159,169,21,66,1399,44,4.7,1005.5,-1.1,0,0,1.6,5
506,2013,3,22,1,143,143,17,59,1300,43,4.6,1006.7,-1.2,0,4,0.9,5
507,2013,3,22,2,130,165,21,60,1200,41,4.5,1007.4,-3.1,0,9,0.7,5
508,2013,3,22,3,114,116,34,84,1300,21,5.9,1007.8,-11.3,0,5,1.8,5
509,2013,3,22,4,152,164,23,88,900,41,6.3,1008.5,-13.9,0,5,2.5,5
510,2013,3,22,5,3,6,6,34,500,56,5,1009.6,-13,0,1,1.6,5
511,2013,3,22,6,3,6,4,36,600,54,4.1,1010.9,-11.6,0,0,2.5,5
512,2013,3,22,7,6,8,6,48,800,48,6.2,1012,-9.3,0,0,1.6,5
513,2013,3,22,8,11,47,7,70,900,31,7.6,1012.6,-10.7,0,4,1.7,5
514,2013,3,22,9,126,138,20,83,900,36,8.5,1012.6,-11.5,0,2,1.6,5
515,2013,3,22,10,121,133,20,82,700,52,8.2,1012.4,-6.4,0,10,2,5
516,2013,3,22,11,117,132,20,81,1000,54,9.3,1011.6,-5.8,0,10,2.4,5
517,2013,3,22,12,54,122,32,41,1100,63,9.3,1010.6,-3.3,0,10,2.9,5
518,2013,3,22,13,81,154,31,45,1300,71,10,1010,-3.3,0,8,2.7,5
519,2013,3,22,14,117,195,29,45,1300,79,9.7,1009.5,-3.3,0,11,3.7,5
520,2013,3,22,15,87,168,22,37,1000,86,10.1,1008.5,-3.3,0,12,3.3,5
521,2013,3,22,16,73,155,22,35,900,86,9.7,1008,-3.6,0,11,2.8,5
522,2013,3,22,17,75,161,25,39,1000,90,9.1,1008.4,-3.5,0,12,1.3,5
523,2013,3,22,18,79,173,28,46,1000,84,8.3,1008.8,-3.9,0,11,1.9,5
524,2013,3,22,19,86,171,26,59,1100,70,7.5,1009,-4.6,0,8,2.2,5
525,2013,3,22,20,67,132,17,57,1000,60,6.8,1009.8,-4.3,0,11,1.6,5
526,2013,3,22,21,64,134,14,65,900,47,5.6,1009.6,-4.6,0,10,1.7,5
527,2013,3,22,22,63,126,11,71,900,30,4.8,1009.6,-4.8,0,9,2.2,5
528,2013,3,22,23,53,108,11,79,900,18,3.2,1009.1,-4.3,0,9,1.1,5
529,2013,3,23,0,53,96,12,74,900,18,2.5,1008.8,-4.5,0,2,0.6,5
530,2013,3,23,1,67,103,14,80,1300,7,2.4,1008,-4.4,0,0,0.7,5
531,2013,3,23,2,59,78,17,64,1000,19,1.8,1007.2,-4.1,0,0,0.9,5
532,2013,3,23,3,62,84,17,70,1200,13,1.5,1006.5,-4,0,13,0.6,5
533,2013,3,23,4,67,98,16,81,1500,2,2.1,1005.9,-4,0,8,0.6,5
534,2013,3,23,5,68,99,17,81,1399,2,1.7,1005.8,-3.4,0,0,0.4,5
535,2013,3,23,6,73,92,31,69,1100,5,1.3,1005.5,-3.2,0,1,1.1,5
536,2013,3,23,7,78,95,49,75,1100,3,1.8,1004.5,-2.7,0,5,0.7,5
537,2013,3,23,8,66,100,31,76,1500,5,3,1003.7,-2.9,0,0,1.4,5
538,2013,3,23,9,68,89,29,72,1399,11,4.2,1003.5,-6.1,0,9,1.8,5
539,2013,3,23,10,65,72,45,66,1100,27,3.5,1003.5,-4.2,0,3,2.6,5
540,2013,3,23,11,65,107,40,71,1500,27,4.5,1003.1,-4.5,0,5,3.1,5
541,2013,3,23,12,100,150,39,70,1899,26,5.2,1002.4,-4.4,0,1,1.6,5
542,2013,3,23,13,99,127,40,68,1600,32,7,1001.6,-4.4,0,1,0.9,5
543,2013,3,23,14,89,112,44,68,1500,37,10.1,1001.2,-4,0,0,2.4,5
544,2013,3,23,15,90,143,38,71,1500,37,13,1002.6,-8.3,0,14,5.9,5
545,2013,3,23,16,56,144,17,41,800,66,12,1003.8,-8.5,0,13,4,5
546,2013,3,23,17,19,237,4,14,400,92,9.9,1005.6,-9.8,0,13,5.2,5
547,2013,3,23,18,14,197,3,14,400,93,8.2,1008.4,-10.7,0,1,1.1,5
548,2013,3,23,19,9,98,3,11,300,91,6.2,1010.8,-11.5,0,1,1.6,5
549,2013,3,23,20,6,48,3,16,400,82,5.3,1012.5,-13.2,0,5,2.2,5
550,2013,3,23,21,11,37,3,24,400,74,4.6,1013.4,-14.3,0,4,1.4,5
551,2013,3,23,22,12,28,3,26,400,74,3.9,1014.1,-15.4,0,3,1.7,5
552,2013,3,23,23,9,17,3,19,400,79,3.4,1014.8,-15.3,0,4,2.5,5
553,2013,3,24,0,5,18,3,14,400,83,2.9,1015.4,-15.7,0,4,2.1,5
554,2013,3,24,1,4,14,3,11,400,84,2.6,1015.5,-15,0,5,2.2,5
555,2013,3,24,2,8,10,3,13,400,80,2.3,1015.5,-15.3,0,4,0.9,5
556,2013,3,24,3,6,11,6,10,400,82,2.3,1015.4,-15.8,0,3,1.4,5
557,2013,3,24,4,3,6,6,9,400,82,2.2,1015.6,-16.3,0,6,2.3,5
558,2013,3,24,5,3,6,7,9,400,75,1.4,1016.1,-17.5,0,6,1.2,5
559,2013,3,24,6,3,6,5,8,400,86,2.1,1016.8,-17.5,0,6,1,5
560,2013,3,24,7,5,11,3,12,400,83,4.1,1017.4,-17.5,0,1,0.8,5
561,2013,3,24,8,7,13,5,18,500,80,4.6,1017.5,-18.4,0,14,1.7,5
562,2013,3,24,9,4,7,6,15,500,87,5.7,1017.3,-17.5,0,12,1.4,5
563,2013,3,24,10,8,15,10,16,500,86,7,1016.5,-17.9,0,4,1.4,5
564,2013,3,24,11,3,9,9,13,500,87,7.5,1015.5,-16.8,0,5,1.1,5
565,2013,3,24,12,3,8,8,10,400,89,8.6,1014.1,-17.5,0,4,2.3,5
566,2013,3,24,13,8,11,5,12,400,90,9.5,1012.7,-16.7,0,9,1.1,5
567,2013,3,24,14,12,19,4,10,400,94,9.2,1011.6,-15.4,0,0,1.2,5
568,2013,3,24,15,20,40,6,20,400,94,9.9,1010.9,-14.8,0,15,2.3,5
569,2013,3,24,16,28,44,6,21,400,103,9,1010.6,-14.1,0,11,1.6,5
570,2013,3,24,17,29,58,7,26,500,98,7.9,1010.6,-12.6,0,12,1.6,5
571,2013,3,24,18,34,68,8,32,500,91,6.7,1011.2,-12,0,15,2.7,5
572,2013,3,24,19,44,93,13,41,660,73.2564,6,1012,-11.2,0,15,1.9,5
573,2013,3,24,20,50,106,18,63,980,46.2672,5.3,1012.7,-10.5,0,11,1.5,5
574,2013,3,24,21,65,150,28,96,1200,14.5656,4.7,1013,-10.2,0,13,1.7,5
575,2013,3,24,22,65,150,28,96,1200,8.9964,4.4,1013.1,-10.5,0,13,0.8,5
576,2013,3,24,23,89,169,31,98,1100,7,2.7,1013.7,-9,0,4,0.8,5
577,2013,3,25,0,80,151,31,99,2060,3.8556,1.1,1014.2,-7.7,0,3,0.5,5
578,2013,3,25,1,85,177,28,105,3420,3.6414,0.5,1014.5,-7.5,0,3,0.1,5
579,2013,3,25,2,98,196,29,104,3680,2.7846,0.2,1014.8,-7.6,0,5,0.9,5
580,2013,3,25,3,157,197,27.132,88,2480,20.12852,0.4,1015.3,-7.8,0,0,1.1,5
581,2013,3,25,4,100,130,28,92,2020,5.5692,-0.1,1015.6,-6.9,0,4,1.2,5
582,2013,3,25,5,76,113,23,88.8949,1700,2.142,-0.6,1015.8,-6,0,1,1.4,5
583,2013,3,25,6,76,125,19,89,1860,1.9278,-0.5,1016.2,-5.3,0,1,0.9,5
584,2013,3,25,7,75,125,18,89,2000,2.7846,1.2,1016.5,-5.1,0,2,1.8,5
585,2013,3,25,8,80,126,30,85,2140,6.8544,2.3,1016.5,-5.1,0,1,1.8,5
586,2013,3,25,9,93,135,52,78,1760,16.065,4,1016.2,-6.6,0,0,1.6,5
587,2013,3,25,10,101,132,72,78,2160,25.704,5.7,1015.5,-7.5,0,0,1.3,5
588,2013,3,25,11,103,121,67,75,1440,39.8412,7.4,1014.6,-7.1,0,10,2.8,5
589,2013,3,25,12,109,142,64,90,1560,40.2696,8.3,1013.6,-7.5,0,9,2.9,5
590,2013,3,25,13,109,147,48,91,1779.6,48.8376,9.4,1012.4,-6.9,0,10,3,5
591,2013,3,25,14,122,155,46,88,2039.8,64.0458,10.6,1011.4,-6.7,0,15,2.5,5
592,2013,3,25,15,121,141,44,66,1360,88.6788,10.8,1010.8,-7,0,12,2.9,5
593,2013,3,25,16,114,142,43,58,1200,96,10.5,1010.4,-7.3,0,8,1.7,5
594,2013,3,25,17,114,142,43,58,1200,96,9.9,1010.5,-6.9,0,12,1.9,5
595,2013,3,25,18,113,165,39,65,1200,90,9.2,1010.4,-6.3,0,11,1.2,5
596,2013,3,25,19,131,203,52,90,1300,67,8.5,1010.8,-7.3,0,12,1.6,5
597,2013,3,25,20,128,214,47,114,1399,39,7.9,1011,-7.8,0,12,1.9,5
598,2013,3,25,21,113,188,54,105,1200,36,6.8,1010.6,-7.3,0,12,0.5,5
599,2013,3,25,22,123,200,55,126,1399,12,5.9,1010.3,-7.7,0,15,0.9,5
600,2013,3,25,23,128,234,55,129,1399,4,5,1010,-7.5,0,15,0.7,5
601,2013,3,26,0,133,228,65,121,1399,4,3.6,1009.8,-5.6,0,13,0,5
602,2013,3,26,1,126,198,39,114,1399,5,3.1,1009.4,-6.1,0,3,0.2,5
603,2013,3,26,2,122,209,39,113,1399,4,1.3,1009.1,-5.6,0,3,0,5
604,2013,3,26,3,128,237,27,112,2100,3,0.6,1008.5,-5,0,3,0,5
605,2013,3,26,4,130,207,23,103,2100,3,0.1,1008.7,-5.1,0,3,0,5
606,2013,3,26,5,116,152,19,90,2000,2,-0.2,1008.8,-4.8,0,3,0,5
607,2013,3,26,6,112,144,19,87,2000,2,-0.2,1009.2,-4.6,0,3,0,5
608,2013,3,26,7,123,151,26,87,1899,3,3.1,1008.6,-4.6,0,9,0.9,5
609,2013,3,26,8,132,197,30,98,2799,5,5.2,1008.3,-4.1,0,3,0.4,5
610,2013,3,26,9,172,254,47,106,2299,6,6.9,1008,-5.8,0,3,1.2,5
611,2013,3,26,10,186,282,54,117,2299,7,8.3,1007.4,-1.5,0,14,0.9,5
612,2013,3,26,11,213,292,55,104,2000,13,9.5,1006.6,-1.6,0,8,1.9,5
613,2013,3,26,12,204,249,56,87,1500,35,10.4,1005.6,-1.7,0,8,2,5
614,2013,3,26,13,215,253,63,79,1700,52,12,1004.4,-2.3,0,11,1.9,5
615,2013,3,26,14,214,246,75,77,1399,65,12.8,1003.2,-1.5,0,11,1.9,5
616,2013,3,26,15,213,261,85,81,1500,72,13,1002.1,-1.4,0,12,2.9,5
617,2013,3,26,16,217,268,84,88,1700,69,13,1001.3,-1.4,0,12,1.7,5
618,2013,3,26,17,204,263,102,108,1700,44,12.5,1001.2,-1.1,0,11,2.1,5
619,2013,3,26,18,207,282,115,115,2100,35,11.6,1001.5,0.4,0,15,0.8,5
620,2013,3,26,19,207,282,115,115,2419.6,19.7064,10.9,1002,1.1,0,11,0.7,5
621,2013,3,26,20,242,340,113,141,2899,4,10.6,1002.9,0,0,1,0.9,5
622,2013,3,26,21,240,359,90,144,3000,3,8.8,1002.6,0.5,0,13,0.9,5
623,2013,3,26,22,242,323,80,145,3000,2,7.6,1002.1,1.2,0,13,0,5
624,2013,3,26,23,245,355,63,141,3299,4,6.1,1001.5,0.8,0,3,0.1,5
625,2013,3,27,0,246,356,54,142,3299,2,5.8,1001.1,0.7,0,3,0,5
626,2013,3,27,1,240,325,35,105,1899,2,5.4,1000.8,1.5,0,15,0.6,5
627,2013,3,27,2,151,256,29,92,1700,2,4.9,1000.3,1.9,0,13,0,5
628,2013,3,27,3,146,264,25,87,1600,2,3.8,999.7,1.3,0,5,0.7,5
629,2013,3,27,4,181,250,27,95,2200,2,3.4,999.5,1.3,0,3,0,5
630,2013,3,27,5,215,260,26,96,2500,2,2.9,999.6,1.1,0,3,0,5
631,2013,3,27,6,214,271,25,93,2700,2,4,1001.3,2.3,0,0,0.7,5
632,2013,3,27,7,226,302,21,91,3500,3,6.1,1002.2,2.9,0,4,0.7,5
633,2013,3,27,8,181,257,20,95,2299,2,7.5,1002.4,3.2,0,1,2.5,5
634,2013,3,27,9,161,215,20,79,1500,4,10.2,1002.1,3,0,0,2.6,5
635,2013,3,27,10,186,249,24,77,1600,13,13.8,1001.5,-1,0,4,3,5
636,2013,3,27,11,176,224,41,87,1600,26,17.8,1001,-5.5,0,6,3,5
637,2013,3,27,12,84,91,27,50,800,66,18.2,1000.9,-5.8,0,7,2.9,5
638,2013,3,27,13,18,64,7,13,300,104,19.1,1000.8,-7.3,0,14,4.1,5
639,2013,3,27,14,18,64,7,13,300,107,18.5,1000.6,-9.5,0,11,2.2,5
640,2013,3,27,15,13,62,4,11,300,107,18.1,1000.8,-10.8,0,14,3.4,5
641,2013,3,27,16,12,54,3,10,300,113.3118,17.3,1001.3,-12.4,0,5,3.4,5
642,2013,3,27,17,9,60,3,8,300,107,15.4,1003.2,-13.9,0,5,1.7,5
643,2013,3,27,18,10,42,3,9,300,107,13,1005.2,-14.8,0,5,3.9,5
644,2013,3,27,19,8,28,3,21,400,99,11.7,1006.9,-15.9,0,1,2.6,5
645,2013,3,27,20,10,33,3,16,400,101,10.8,1008.6,-15.7,0,1,1.9,5
646,2013,3,27,21,8,23,3,15,300,100,10.1,1009.8,-16.3,0,4,1.6,5
647,2013,3,27,22,11,18,3,19,300,91,9.6,1010.9,-16.7,0,1,2,5
648,2013,3,27,23,11,18,3,19,400,88,8.4,1011.8,-15.3,0,4,2.1,5
649,2013,3,28,0,10,21,3,20,300,87,7.5,1011.9,-15.4,0,4,3.1,5
650,2013,3,28,1,10,22,4,20,300,83,6.4,1012.4,-15,0,1,2.1,5
651,2013,3,28,2,10,30,8,29,400,73,5.6,1012.8,-15.1,0,1,2.1,5
652,2013,3,28,3,8,25,3,25,300,76,5.1,1013,-14.9,0,5,1.1,5
653,2013,3,28,4,8,25,4,25,300,73,4.5,1013.6,-15.4,0,4,1.4,5
654,2013,3,28,5,9,18,6,24,300,73,4.6,1014.5,-15.9,0,5,0.9,5
655,2013,3,28,6,8,18,4,25,400,73,4.6,1014.9,-16.5,0,6,1.4,5
656,2013,3,28,7,8,22,8,37,500,63,5.7,1015.5,-16.2,0,4,0.5,5
